session_id,timestamp,action,engine_decision,reason,confidence,close,selected_style,regime
BACKTEST_20260116_052512,2025-12-12 11:15:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No eligible style meets structural or confidence thresholds.,0.5,25994.400390625,NONE,
BACKTEST_20260116_052512,2025-12-12 11:30:00,HOLD,EXECUTED,"Style ORE false, REMR false, ITC false, VBD false, LSRM false; no eligible style. Confidence below required minimum for any style.",0.5,26013.099609375,NONE,
BACKTEST_20260116_052512,2025-12-12 11:45:00,HOLD,BLOCKED,SUBOPTIMAL loc + 0.46 conf,0.46,26017.650390625,REMR,
BACKTEST_20260116_052512,2025-12-12 12:00:00,HOLD,BLOCKED,SUBOPTIMAL loc + 0.58 conf,0.58,26035.400390625,REMR,
BACKTEST_20260116_052512,2025-12-12 12:15:00,HOLD,EXECUTED,"Style eligibility matrix shows no eligible styles; REMR requires NEAR_RESISTANCE/SUPPORT location but price is MID_RANGE, ORE needs expansion from open which hasn't occurred, ITC lacks trend structure, VBD lacks compression breakout. Confidence below minimum thresholds for all tradable styles.",0.5,26015.05078125,NONE,
BACKTEST_20260116_052512,2025-12-12 12:30:00,HOLD,BLOCKED,SUBOPTIMAL loc + 0.50 conf,0.5,26021.44921875,REMR,
BACKTEST_20260116_052512,2025-12-12 12:45:00,BUY_PUT,MODIFIED,Target capped by Support,0.68,26018.150390625,REMR,
BACKTEST_20260116_052512,2025-12-12 13:00:00,HOLD,BLOCKED,SUBOPTIMAL loc + 0.48 conf,0.48,26021.900390625,REMR,
BACKTEST_20260116_052512,2025-12-12 13:15:00,BUY_PUT,MODIFIED,Target capped by Support,0.48,26031.900390625,REMR,
BACKTEST_20260116_052512,2025-12-12 13:30:00,HOLD,EXECUTED,"Style [REMR] eligible but confidence below minimum (0.45 required). Rejected ORE, ITC, VBD due to false eligibility. LSRM not applicable before 14:30.",0.5,26013.44921875,NONE,
BACKTEST_20260116_052512,2025-12-12 13:45:00,HOLD,BLOCKED,Daily trade limit reached (4 trades),0.48,26019.849609375,REMR,
BACKTEST_20260116_052512,2025-12-12 14:00:00,HOLD,BLOCKED,Daily trade limit reached (4 trades),0.48,26029.900390625,REMR,
BACKTEST_20260116_052512,2025-12-12 14:15:00,HOLD,EXECUTED,No style eligible per matrix; all false. REMR rejected due to location not near S/R extremes. Others ineligible by phase constraints.,0.0,26042.599609375,NONE,
BACKTEST_20260116_052512,2025-12-12 14:30:00,HOLD,BLOCKED,Daily trade limit reached (4 trades),0.48,26029.69921875,REMR,
BACKTEST_20260116_052512,2025-12-12 14:45:00,HOLD,BLOCKED,Daily trade limit reached (4 trades),0.45,26026.55078125,REMR,
BACKTEST_20260116_052512,2025-12-12 15:00:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 mandates HOLD only. Rejected all others due to eligibility false.,0.25,26042.400390625,NONE,
BACKTEST_20260116_052512,2025-12-12 15:15:00,HOLD,EXECUTED,Style LSRM triggered but time >=14:30 prohibits new positions. All other styles ineligible per matrix.,0.5,26044.19921875,NONE,
BACKTEST_20260116_052512,2025-12-15 09:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR rejected as location not extreme; ITC rejected for trend absence; VBD rejected lacking breakout; confidence below all style minima.,0.25,25906.400390625,NONE,
BACKTEST_20260116_052512,2025-12-15 10:00:00,HOLD,EXECUTED,"Style ORE false, REMR false, ITC false, VBD false, LSRM false; no eligible style. Micro bias NEUTRAL and confidence below minimum thresholds.",0.0,25952.650390625,NONE,
BACKTEST_20260116_052512,2025-12-15 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.0,25961.349609375,NONE,
BACKTEST_20260116_052512,2025-12-15 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.48,25978.900390625,REMR,
BACKTEST_20260116_052512,2025-12-15 10:45:00,BUY_PUT,MODIFIED,Target capped by Support,0.48,25970.599609375,REMR,
BACKTEST_20260116_052512,2025-12-15 11:00:00,BUY_PUT,MODIFIED,Target capped by Support,0.68,25988.05078125,REMR,
BACKTEST_20260116_052512,2025-12-15 11:15:00,BUY_PUT,MODIFIED,Target capped by Support,0.48,25978.650390625,REMR,
BACKTEST_20260116_052512,2025-12-15 11:30:00,BUY_PUT,MODIFIED,Target capped by Support,0.68,25987.599609375,REMR,
BACKTEST_20260116_052512,2025-12-15 11:45:00,HOLD,BLOCKED,Confidence 0.25 below 0.45,0.25,25974.80078125,REMR,
BACKTEST_20260116_052512,2025-12-15 12:00:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,26016.0,NONE,
BACKTEST_20260116_052512,2025-12-15 12:15:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,26018.0,NONE,
BACKTEST_20260116_052512,2025-12-15 12:30:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,26021.099609375,NONE,
BACKTEST_20260116_052512,2025-12-15 12:45:00,HOLD,EXECUTED,"Style ORE false, REMR false, ITC false, VBD false, LSRM false; no eligible style. Confidence below required thresholds for any potential style.",0.5,26006.69921875,NONE,
BACKTEST_20260116_052512,2025-12-15 13:00:00,HOLD,EXECUTED,"Style eligibility matrix shows no eligible styles; REMR requires NEAR_RESISTANCE or OPTIMAL_BOTTOM location but current location is MID_RANGE, so rejected. All other styles ineligible per matrix.",0.5,26021.05078125,NONE,
BACKTEST_20260116_052512,2025-12-15 13:15:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,26040.900390625,NONE,
BACKTEST_20260116_052512,2025-12-15 13:30:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,26025.19921875,NONE,
BACKTEST_20260116_052512,2025-12-15 13:45:00,HOLD,EXECUTED,Style eligibility all false; no style selected. Confidence below minimum for any trade.,0.25,26025.150390625,NONE,
BACKTEST_20260116_052512,2025-12-15 14:00:00,HOLD,EXECUTED,Style eligibility false for all; confidence below minimum thresholds.,0.35,26025.94921875,NONE,
BACKTEST_20260116_052512,2025-12-15 14:15:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,26009.55078125,NONE,
BACKTEST_20260116_052512,2025-12-15 14:30:00,HOLD,EXECUTED,Style LSRM active; no eligible styles meet confidence threshold.,0.0,26016.19921875,NONE,
BACKTEST_20260116_052512,2025-12-15 14:45:00,HOLD,EXECUTED,Style eligibility false for all tradable styles; LATE_SESSION_RISK_OFF active at 14:45 IST; confidence below minimum thresholds.,0.25,26038.44921875,NONE,
BACKTEST_20260116_052512,2025-12-15 15:00:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 mandates HOLD only. Rejected all others due to eligibility false.,0.0,26034.650390625,NONE,
BACKTEST_20260116_052512,2025-12-15 15:15:00,HOLD,EXECUTED,Style eligibility false for all tradable styles; LATE_SESSION_RISK_OFF active at 15:15 IST prevents new positions.,0.0,26027.599609375,NONE,
BACKTEST_20260116_052512,2025-12-16 09:45:00,HOLD,EXECUTED,Style eligibility all false; no actionable setup. REMR requires NEAR_RESISTANCE/SUPPORT but location is MID_RANGE and confidence below 0.45 threshold.,0.25,25928.44921875,NONE,
BACKTEST_20260116_052512,2025-12-16 10:00:00,BUY_CALL,MODIFIED,SL Cap (50pts from 79),0.56,25898.900390625,REMR,
BACKTEST_20260116_052512,2025-12-16 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.48,25888.55078125,REMR,
BACKTEST_20260116_052512,2025-12-16 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.5,25916.30078125,REMR,
BACKTEST_20260116_052512,2025-12-16 10:45:00,BUY_CALL,MODIFIED,Target capped by Resistance,0.48,25900.80078125,REMR,
BACKTEST_20260116_052512,2025-12-16 11:00:00,BUY_CALL,MODIFIED,SL Cap (50pts from 75),0.48,25892.05078125,REMR,
BACKTEST_20260116_052512,2025-12-16 11:15:00,BUY_CALL,MODIFIED,SL Cap (50pts from 75),0.48,25899.30078125,REMR,
BACKTEST_20260116_052512,2025-12-16 11:30:00,BUY_CALL,MODIFIED,Target capped by Resistance,0.46,25902.69921875,REMR,
BACKTEST_20260116_052512,2025-12-16 11:45:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25877.19921875,NONE,
BACKTEST_20260116_052512,2025-12-16 12:00:00,HOLD,EXECUTED,Style eligibility all false; no style selected. REMR rejected due to location not extreme. ITC rejected due to shallow retracement and low confidence.,0.25,25878.0,NONE,
BACKTEST_20260116_052512,2025-12-16 12:15:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25884.69921875,NONE,
BACKTEST_20260116_052512,2025-12-16 12:30:00,BUY_CALL,MODIFIED,Target capped by Resistance,0.5,25903.349609375,REMR,
BACKTEST_20260116_052512,2025-12-16 12:45:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.5,25883.30078125,NONE,
BACKTEST_20260116_052512,2025-12-16 13:00:00,HOLD,BLOCKED,Confidence 0.25 below 0.45,0.25,25891.900390625,REMR,
BACKTEST_20260116_052512,2025-12-16 13:15:00,BUY_CALL,MODIFIED,Target capped by Resistance,0.58,25890.349609375,REMR,
BACKTEST_20260116_052512,2025-12-16 13:30:00,HOLD,BLOCKED,Daily trade limit reached (4 trades),0.45,25888.19921875,REMR,
BACKTEST_20260116_052512,2025-12-16 13:45:00,HOLD,BLOCKED,Daily trade limit reached (4 trades),0.25,25914.900390625,REMR,
BACKTEST_20260116_052512,2025-12-16 14:00:00,HOLD,BLOCKED,Daily trade limit reached (4 trades),0.47,25895.099609375,REMR,
BACKTEST_20260116_052512,2025-12-16 14:15:00,HOLD,EXECUTED,"No style eligible per matrix; all false. REMR rejected due to location not extreme, others ineligible.",0.0,25882.599609375,NONE,
BACKTEST_20260116_052512,2025-12-16 14:30:00,HOLD,EXECUTED,Style eligibility matrix shows no eligible style; LATE_SESSION_RISK_OFF true forces HOLD.,0.0,25868.900390625,NONE,
BACKTEST_20260116_052512,2025-12-16 14:45:00,HOLD,EXECUTED,Style LSRM active but time >=14:30 blocks new positions; all other styles ineligible per matrix.,0.25,25860.5,NONE,
BACKTEST_20260116_052512,2025-12-16 15:00:00,HOLD,EXECUTED,Style eligibility matrix shows no eligible style; LATE_SESSION_RISK_OFF true forces HOLD.,0.0,25884.099609375,NONE,
BACKTEST_20260116_052512,2025-12-16 15:15:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 prohibits new positions. Rejected all others due to eligibility false or confidence below minimum.,0.25,25854.75,NONE,
BACKTEST_20260116_052512,2025-12-17 09:45:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No eligible style meets structural or confidence thresholds.,0.5,25881.55078125,NONE,
BACKTEST_20260116_052512,2025-12-17 10:00:00,HOLD,BLOCKED,Confidence 0.25 below 0.45,0.25,25865.599609375,REMR,
BACKTEST_20260116_052512,2025-12-17 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.25,25835.150390625,NONE,
BACKTEST_20260116_052512,2025-12-17 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.0,25813.5,NONE,
BACKTEST_20260116_052512,2025-12-17 10:45:00,HOLD,EXECUTED,"No style eligible per matrix; all false. Rejected ORE, REMR, ITC, VBD, LSRM due to eligibility=false.",0.0,25818.650390625,NONE,
BACKTEST_20260116_052512,2025-12-17 11:00:00,HOLD,EXECUTED,No style eligible per matrix; confidence below minimum thresholds.,0.0,25817.55078125,NONE,
BACKTEST_20260116_052512,2025-12-17 11:15:00,HOLD,EXECUTED,Style ORE rejected due to false eligibility; REMR ineligible; ITC ineligible; VBD ineligible; LSRM not in late session. No eligible style meets minimum confidence threshold.,0.25,25848.599609375,NONE,
BACKTEST_20260116_052512,2025-12-17 11:30:00,HOLD,EXECUTED,"Style [REMR] rejected because location is MID_RANGE, not NEAR_RESISTANCE or OPTIMAL_BOTTOM. Style [ITC] rejected due to low confidence (0.25 < 0.70) and weak volume alignment. No style meets eligibility or minimum confidence thresholds.",0.25,25810.30078125,NONE,
BACKTEST_20260116_052512,2025-12-17 11:45:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25828.05078125,NONE,
BACKTEST_20260116_052512,2025-12-17 12:00:00,HOLD,EXECUTED,"Style eligibility all false; no style selected. Rejected ORE, REMR, ITC, VBD, LSRM due to ineligibility.",0.5,25810.400390625,NONE,
BACKTEST_20260116_052512,2025-12-17 12:15:00,HOLD,EXECUTED,No style eligible per matrix; all false. Confidence below minimum thresholds.,0.0,25796.900390625,NONE,
BACKTEST_20260116_052512,2025-12-17 12:30:00,HOLD,EXECUTED,"Style [REMR] eligible? false; Style [ITC] eligible? false; Style [VBD] eligible? false; Style [ORE] eligible? false; Style [LSRM] eligible? false. No style selected, confidence below minimum thresholds.",0.25,25791.5,NONE,
BACKTEST_20260116_052512,2025-12-17 12:45:00,HOLD,EXECUTED,No style eligible per matrix; all false. Cannot trade.,0.0,25795.849609375,NONE,
BACKTEST_20260116_052512,2025-12-17 13:00:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25781.650390625,NONE,
BACKTEST_20260116_052512,2025-12-17 13:15:00,HOLD,EXECUTED,Style eligibility matrix shows no eligible styles; confidence below minimum thresholds for all styles.,0.25,25790.25,NONE,
BACKTEST_20260116_052512,2025-12-17 13:30:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25807.5,NONE,
BACKTEST_20260116_052512,2025-12-17 13:45:00,HOLD,EXECUTED,"No style eligible per matrix; REMR requires NEAR_RESISTANCE/SUPPORT but location is MID_RANGE, ORE needs expansion which is absent, ITC lacks trend, VBD no breakout, LSRM not yet 14:30. Rejected all due to structural mismatch.",0.0,25788.349609375,NONE,
BACKTEST_20260116_052512,2025-12-17 14:00:00,HOLD,EXECUTED,"No style eligible per matrix; all false. REMR rejected due to location not extreme, ORE/ITC/VBD/LSRM ineligible. Confidence below minimum thresholds.",0.0,25794.94921875,NONE,
BACKTEST_20260116_052512,2025-12-17 14:15:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25797.94921875,NONE,
BACKTEST_20260116_052512,2025-12-17 14:30:00,HOLD,EXECUTED,Style LSRM active at 14:30 blocks all others; no eligible style meets confidence threshold.,0.0,25794.80078125,NONE,
BACKTEST_20260116_052512,2025-12-17 14:45:00,HOLD,EXECUTED,"Style [LATE_SESSION_RISK_OFF] selected because Time >= 14:30 blocks new positions. Rejected [OPENING_RANGE_EXPANSION, RANGE_EXTREME_MEAN_REVERSION, INTRADAY_TREND_CONTINUATION, VOLATILITY_BREAK] because Style Eligibility Matrix is false for all.",0.25,25798.0,NONE,
BACKTEST_20260116_052512,2025-12-17 15:00:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 mandates HOLD only. Rejected all others due to eligibility false.,0.25,25825.5,NONE,
BACKTEST_20260116_052512,2025-12-17 15:15:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] eligible but prohibited by time >=14:30; all other styles ineligible. No valid style selected.,0.25,25812.94921875,NONE,
BACKTEST_20260116_052512,2025-12-18 09:45:00,HOLD,BLOCKED,Confidence 0.25 below 0.45,0.25,25745.19921875,REMR,
BACKTEST_20260116_052512,2025-12-18 10:00:00,BUY_PUT,MODIFIED,SL Cap (50pts from 75),0.48,25736.80078125,REMR,
BACKTEST_20260116_052512,2025-12-18 10:15:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.25,25788.599609375,REMR,
BACKTEST_20260116_052512,2025-12-18 10:30:00,HOLD,EXECUTED,Market cooling period (10:00-10:30),0.48,25828.44921875,REMR,
BACKTEST_20260116_052512,2025-12-18 10:45:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25857.400390625,NONE,
BACKTEST_20260116_052512,2025-12-18 11:00:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25845.80078125,NONE,
BACKTEST_20260116_052512,2025-12-18 11:15:00,BUY_PUT,MODIFIED,Target capped by Support,0.62,25830.30078125,REMR,
BACKTEST_20260116_052512,2025-12-18 11:30:00,HOLD,EXECUTED,No style eligible per matrix; cannot trade.,0.0,25858.05078125,NONE,
BACKTEST_20260116_052512,2025-12-18 11:45:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25845.099609375,NONE,
BACKTEST_20260116_052512,2025-12-18 12:00:00,HOLD,EXECUTED,No style eligible per matrix; all false. Cannot trade.,0.0,25864.900390625,NONE,
BACKTEST_20260116_052512,2025-12-18 12:15:00,HOLD,EXECUTED,No style eligible per matrix; all false. Cannot trade.,0.0,25877.349609375,NONE,
BACKTEST_20260116_052512,2025-12-18 12:30:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.0,25883.94921875,NONE,
BACKTEST_20260116_052512,2025-12-18 12:45:00,HOLD,EXECUTED,Style eligibility all false; no style selected.,0.0,25897.69921875,NONE,
BACKTEST_20260116_052512,2025-12-18 13:00:00,HOLD,EXECUTED,Style eligibility matrix shows no eligible styles; confidence below minimum thresholds for all styles.,0.25,25880.099609375,NONE,
BACKTEST_20260116_052512,2025-12-18 13:15:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.5,25872.5,NONE,
BACKTEST_20260116_052512,2025-12-18 13:30:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25866.650390625,NONE,
BACKTEST_20260116_052512,2025-12-18 13:45:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25844.400390625,NONE,
BACKTEST_20260116_052512,2025-12-18 14:00:00,HOLD,EXECUTED,Style eligibility all false; no eligible style to trade.,0.25,25837.25,NONE,
BACKTEST_20260116_052512,2025-12-18 14:15:00,HOLD,EXECUTED,Style [REMR] rejected because location is MID_RANGE not NEAR_RESISTANCE/NEAR_SUPPORT; Style [ITC] rejected due to low volume and shallow retracement; Style [VBD] rejected as no compression breakout; Style [ORE] ineligible per matrix. Confidence 0.25 below minimum threshold for any style.,0.25,25802.150390625,NONE,
BACKTEST_20260116_052512,2025-12-18 14:30:00,HOLD,BLOCKED,No real volatility expansion,0.48,25806.150390625,REMR,
BACKTEST_20260116_052512,2025-12-18 14:45:00,HOLD,EXECUTED,Style [LATE_SESSION_RISK_OFF] selected because Time >=14:30 blocks new positions. Rejected all others due to eligibility false.,0.0,25795.849609375,NONE,
